,country,points,price,variety,province,winery
29662,US,88,22.0,Sauvignon Blanc,California,Bell
29666,US,88,52.0,Pinot Noir,California,Stephen Ross
29668,Italy,88,30.0,Red Blend,Central Italy,Tenuta Vitalonga
29670,US,88,16.0,Chardonnay,Oregon,Lange
29672,France,88,24.0,Red Blend,France Other,Lionel Osmin & Cie
29673,Italy,88,15.0,Red Blend,Central Italy,Lungarotti
29674,US,88,30.0,Sauvignon Blanc,California,Matanzas Creek
29675,US,88,17.0,Rosé,California,Miraflores
29676,US,88,35.0,Cabernet Sauvignon,California,Owl Ridge
29678,US,88,13.0,Riesling,California,Wente
29679,US,88,40.0,Pinot Noir,California,Windstream
29681,France,88,20.0,Bordeaux-style Red Blend,Bordeaux,Château Tessendey
29682,US,88,27.0,Chardonnay,California,Cosentino
29687,US,88,15.0,Sauvignon Blanc,California,Edna Valley Vineyard
29688,Italy,88,20.0,Red Blend,Tuscany,Fabio Motta
29689,US,88,22.0,Red Blend,Washington,Fall Line
29692,US,88,30.0,Syrah,Washington,Gamache
29694,Chile,88,18.0,Sauvignon Blanc,Leyda Valley,Garces Silva
29695,US,88,30.0,Cabernet Sauvignon,California,Girard
29699,France,88,22.0,Sauvignon Blanc,Loire Valley,Vignoble Dauny
29701,US,88,15.0,Riesling,New York,Wagner
29702,US,88,20.0,Riesling,New York,Waters Crest
29703,US,87,30.0,Merlot,Washington,Hogue
29704,US,87,16.0,Cabernet Sauvignon,California,Irony
29705,US,87,19.0,Cabernet Sauvignon,California,Kirkland Signature
29706,Italy,87,22.0,Syrah,Tuscany,La Braccesca
29713,US,86,22.0,Chardonnay,Michigan,Hawthorne
29716,Argentina,86,13.0,Cabernet Sauvignon,Mendoza Province,Antucura
29717,US,86,69.0,Pinot Noir,California,Acacia
29723,Spain,86,17.0,Red Blend,Catalonia,Portal del Priorat
29724,Portugal,86,17.0,Sauvignon Blanc,Lisboa,Quinta de Sant'Ana
29725,US,86,26.0,Chardonnay,California,Roche
29728,US,86,25.0,Pinot Noir,Oregon,Zimri Cellars
29730,Argentina,85,60.0,Red Blend,Mendoza Province,Cicchitti
29731,US,85,17.0,Riesling,Oregon,Hanson Vineyards
29732,US,85,28.0,Pinot Noir,Oregon,Kudos
29733,US,85,20.0,Riesling,Michigan,Laurentide
29734,US,85,33.0,Red Blend,Oregon,Ledger David
29736,Spain,85,16.0,Sauvignon Blanc,Northern Spain,Naia
29740,France,84,13.0,Rosé,Loire Valley,Bougrier
29744,US,84,125.0,Bordeaux-style Red Blend,California,Lasseter
29747,US,84,28.0,Sauvignon Blanc,California,Renwood
29748,US,84,28.0,Cabernet Sauvignon,Oregon,Spangler
29749,Argentina,84,11.0,Sauvignon Blanc,Mendoza Province,Zolo
29750,US,84,26.0,Chardonnay,California,Kenwood
29751,US,84,65.0,Cabernet Sauvignon,California,Materra Cunat Family Vineyards
29760,France,83,13.0,Rosé,Loire Valley,Sauvion
29767,Spain,83,10.0,Merlot,Central Spain,Mureda
29770,US,92,250.0,Cabernet Sauvignon,California,Bello Family Vineyards
29771,US,92,44.0,Chardonnay,California,Beringer
29780,US,92,110.0,Cabernet Sauvignon,California,Hestan
29782,US,92,50.0,Pinot Noir,California,Lutum
29784,US,92,34.0,Chardonnay,California,Pine Ridge
29785,US,92,65.0,Cabernet Sauvignon,California,Prime Solum
29787,US,92,35.0,Pinot Noir,Oregon,Alloro
29788,US,92,28.0,Chardonnay,Oregon,Alloro
29789,US,92,40.0,Syrah,California,Babcock
29790,US,92,90.0,Bordeaux-style Red Blend,California,Caldwell
29792,US,92,45.0,Pinot Noir,Oregon,Raptor Ridge
29794,US,92,54.0,Syrah,California,Venge
29795,Germany,92,32.0,Riesling,Rheingau,Baron Knyphausen
29796,Germany,92,68.0,Riesling,Rheingau,Baron Knyphausen
29797,Australia,92,60.0,Cabernet Sauvignon,South Australia,Wirra Wirra
29800,US,94,135.0,Cabernet Sauvignon,California,ZD
29802,France,94,225.0,Pinot Noir,Burgundy,Jean-Claude Boisset
29805,US,94,200.0,Cabernet Sauvignon,California,Diamond Creek
29807,US,94,24.0,Riesling,Oregon,Trisaetum
29808,France,94,215.0,Pinot Noir,Burgundy,Jean-Claude Boisset
29812,US,94,200.0,Cabernet Sauvignon,California,Diamond Creek
29813,Germany,94,115.0,Riesling,Rheinhessen,Wittmann
29814,US,94,48.0,Pinot Noir,California,W.H. Smith
29816,US,93,60.0,Cabernet Sauvignon,California,Parallel
29818,US,93,49.0,Cabernet Sauvignon,California,Castello di Amorosa
29819,US,93,69.0,Pinot Noir,Oregon,Chehalem
29820,US,93,50.0,Pinot Noir,Oregon,Chehalem
29822,France,93,169.0,Pinot Noir,Burgundy,Henri de Villamont
29823,France,93,76.0,Pinot Noir,Burgundy,Henri de Villamont
29824,France,93,140.0,Pinot Noir,Burgundy,Jean-Claude Boisset
29826,US,88,12.0,Sauvignon Blanc,California,SeaGlass
29827,US,88,48.0,Pinot Noir,California,Sean Minor
29828,France,88,30.0,Pinot Noir,Burgundy,Seguin-Manuel
29831,US,88,18.0,Chardonnay,California,True Myth
29837,US,88,13.0,Cabernet Sauvignon,Washington,Waterbrook
29839,US,88,20.0,Red Blend,California,Andis
29840,US,88,24.0,Red Blend,Washington,Beast
29843,US,88,60.0,Pinot Noir,California,Black Ridge
29849,US,88,39.0,Chardonnay,New York,McCall
29850,US,88,45.0,Syrah,Washington,Milbrandt
29856,US,89,20.0,Red Blend,California,Highflyer
29860,US,89,22.0,Merlot,California,Martin Ray
29861,US,89,55.0,Cabernet Sauvignon,California,Medlock Ames
29865,US,89,65.0,Cabernet Sauvignon,California,Stryker Sonoma
29866,Chile,89,23.0,Red Blend,Cachapoal Valley,Viña La Rosa
29867,Australia,89,20.0,Riesling,South Australia,Kilikanoon
29868,Austria,89,20.0,Riesling,Kremstal,Hermann Moser
29869,France,89,20.0,Bordeaux-style Red Blend,Bordeaux,Jean-Michel Cazes
29872,Germany,89,42.0,Pinot Noir,Baden,Franz Keller
29873,Germany,89,73.0,Riesling,Pfalz,A. Christmann
29875,US,89,22.0,Riesling,Washington,Obelisco Estate
29876,US,89,38.0,Chardonnay,California,Patz & Hall
29877,US,89,39.0,Cabernet Sauvignon,California,Pech Merle
29878,US,89,45.0,Cabernet Sauvignon,California,Purlieu
29882,Austria,94,50.0,Pinot Noir,Carnuntum,Markowitsch
29885,US,94,80.0,Syrah,California,TH
29886,Austria,94,40.0,Pinot Noir,Thermenregion,Johanneshof Reinisch
29887,US,94,72.0,Bordeaux-style Red Blend,California,Justin
29888,France,94,155.0,Bordeaux-style Red Blend,Bordeaux,Le Dôme
29889,US,94,60.0,Pinot Noir,California,Lynmar
29890,US,94,70.0,Pinot Noir,California,Lynmar
29891,US,94,70.0,Pinot Noir,California,Lynmar
29892,Austria,94,49.0,Riesling,Wachau,Domäne Wachau
29895,US,94,99.0,Cabernet Sauvignon,Washington,Woodward Canyon
29898,Austria,94,65.0,Pinot Noir,Niederösterreich,Loimer
29899,Austria,94,60.0,Riesling,Kremstal,Salomon-Undhof
29900,France,94,130.0,Bordeaux-style Red Blend,Bordeaux,Vieux Château Mazerat
29901,US,94,79.0,Bordeaux-style Red Blend,Washington,Woodward Canyon
29902,France,94,250.0,Bordeaux-style Red Blend,Bordeaux,Château Trotanoy
29903,Italy,94,70.0,Red Blend,Sicily & Sardinia,COS
29905,France,94,130.0,Bordeaux-style Red Blend,Bordeaux,Château Cos d'Estournel
29908,US,94,95.0,Bordeaux-style Red Blend,California,Aleksander
29909,Austria,94,50.0,Pinot Noir,Wagram,Anton Bauer
29916,US,86,48.0,Cabernet Sauvignon,Oregon,Weisinger
29918,US,86,12.0,Chardonnay,California,Leese-Fitch
29921,France,86,15.0,Bordeaux-style Red Blend,Bordeaux,La Fleur Ribeyrolles
29927,US,86,44.0,Merlot,California,Greyscale
29929,Spain,85,22.0,Red Blend,Levante,Ego Bodegas
29933,US,85,21.0,Sauvignon Blanc,Washington,Kestrel
29937,US,85,20.0,Pinot Noir,Oregon,Pino
29940,Portugal,85,14.0,Rosé,Alentejano,Herdade do Esporão
29943,France,93,22.0,Chardonnay,Alsace,Boeckel
29945,US,93,40.0,Cabernet Sauvignon,California,Cenay
29946,US,93,35.0,Cabernet Sauvignon,California,Domaine Eden
29947,US,93,95.0,Merlot,California,Duckhorn
29948,US,93,58.0,Pinot Noir,California,Failla
29949,US,93,42.0,Chardonnay,California,Foundry
29955,US,93,40.0,Pinot Noir,California,Senses
29957,US,93,32.0,Cabernet Sauvignon,California,Sol Rouge
29961,US,93,60.0,Cabernet Sauvignon,California,Hidden Ridge
29962,US,93,26.0,Red Blend,California,Kokomo
29965,US,93,60.0,Chardonnay,California,Thomas Fogarty
29968,US,93,36.0,Pinot Noir,Oregon,St. Innocent
29970,US,93,60.0,Pinot Noir,California,Babcock
29971,US,93,125.0,Cabernet Sauvignon,California,Baldacci
29972,Chile,85,13.0,Sauvignon Blanc,Casablanca Valley,Root:1
29974,US,85,10.0,Merlot,California,Insatiable
29977,Chile,85,20.0,Sauvignon Blanc,Leyda Valley,Leyda
29978,US,85,10.0,Chardonnay,California,Lot 205
29979,Chile,85,29.0,Red Blend,Colchagua Valley,Luis Felipe Edwards
29980,US,85,45.0,Cabernet Sauvignon,California,Madison Chase Vineyards
29983,France,85,13.0,Bordeaux-style Red Blend,Bordeaux,Château Roquetaillade la Grange
29987,France,85,10.0,Bordeaux-style Red Blend,Bordeaux,Château Lamothe-Vincent
29988,US,85,20.0,Cabernet Sauvignon,California,Katherine Goldschmidt
29990,US,85,35.0,Syrah,California,Martin Ranch
29996,US,91,19.0,Riesling,New York,Boundary Breaks
29999,US,91,75.0,Cabernet Sauvignon,California,Silverado
30000,Austria,91,40.0,Riesling,Kremstal,Stadt Krems
30002,Chile,91,45.0,Cabernet Sauvignon,Curicó Valley,Aresti
30003,US,91,50.0,Syrah,California,Bonny Doon
30004,US,91,34.0,Bordeaux-style Red Blend,Washington,Brian Carter Cellars
30005,US,91,50.0,Cabernet Sauvignon,Washington,Brian Carter Cellars
30006,France,91,60.0,Bordeaux-style Red Blend,Bordeaux,Château du Tertre
30007,France,91,22.0,Bordeaux-style Red Blend,Bordeaux,Château l'Espérance
30008,France,91,33.0,Bordeaux-style Red Blend,Bordeaux,Château Olivier
30010,US,91,65.0,Pinot Noir,California,Davis Family
30011,US,91,55.0,Pinot Noir,California,Davis Family
30012,US,91,48.0,Merlot,California,Merryvale
30014,US,91,50.0,Cabernet Sauvignon,California,Napa Cellars
30016,Italy,91,32.0,Red Blend,Sicily & Sardinia,Planeta
30018,US,91,28.0,Chardonnay,Washington,Sinclair Estate Vineyards
30019,US,91,34.0,Syrah,California,Solminer
30020,US,91,40.0,Bordeaux-style Red Blend,Washington,Soos Creek
30022,Italy,91,70.0,Red Blend,Sicily & Sardinia,Tasca d'Almerita
30025,Austria,91,59.0,Red Blend,Burgenland,Heribert Bayer
30029,US,90,26.0,Sauvignon Blanc,California,Apsara
30032,France,90,35.0,Chardonnay,Burgundy,Christophe Cordier
30034,France,90,24.0,Chardonnay,Burgundy,Domaine de la Croix Senaillet
30035,France,90,26.0,Chardonnay,Burgundy,Domaine Michel
30037,US,90,45.0,Cabernet Sauvignon,California,Gundlach Bundschu
30044,US,90,75.0,Pinot Noir,California,JCB
30047,Argentina,90,20.0,Cabernet Sauvignon,Mendoza Province,Lamadrid
30059,US,85,18.0,Pinot Noir,California,Cline
30065,US,85,16.0,Sauvignon Blanc,California,Dry Creek Vineyard
30066,Portugal,85,9.0,Rosé,Tejo,Falua
30069,US,85,10.0,Merlot,California,Lost Angel
30070,Portugal,85,18.0,Rosé,Douro,Quinta do Portal
30071,US,85,40.0,Pinot Noir,California,Sonnet
30073,US,85,24.0,Chardonnay,California,Kunde
30074,France,85,11.0,Chardonnay,France Other,L. Tramier & Fils
30075,Spain,85,45.0,Red Blend,Catalonia,Ferré I Catasús
30078,Spain,85,8.0,Cabernet Sauvignon,Spain Other,Vicente Gandia
30080,US,85,10.0,Sauvignon Blanc,California,Clos du Lac
30082,Germany,87,78.0,Pinot Noir,Ahr,Jean Stodden
30083,US,87,15.0,Syrah,Washington,Boomtown
30086,France,87,25.0,Bordeaux-style Red Blend,Bordeaux,Château Bel Enclos
30089,France,87,15.0,Bordeaux-style Red Blend,Bordeaux,Château La Maroutine
30091,France,87,20.0,Bordeaux-style Red Blend,Bordeaux,Château Montet
30092,France,87,17.0,Bordeaux-style Red Blend,Bordeaux,Château Montlau
30093,France,87,20.0,Bordeaux-style Red Blend,Bordeaux,Château Roquefort
30095,US,87,20.0,Red Blend,Washington,Des Voigne Cellars
30096,US,87,55.0,Pinot Noir,California,Domaine Carneros
30097,US,86,9.0,Chardonnay,California,Lucky Star
30100,US,86,32.0,Cabernet Sauvignon,Washington,Maryhill
30101,US,86,25.0,Merlot,Washington,Maryhill
30109,US,98,250.0,Bordeaux-style Red Blend,California,Joseph Phelps
30110,France,97,886.0,Chardonnay,Burgundy,Olivier Leflaive
30111,US,97,70.0,Chardonnay,California,Lynmar
30112,US,96,120.0,Syrah,Washington,Horsepower
30113,France,96,330.0,Pinot Noir,Burgundy,Roche de Bellene
30114,France,95,73.0,Sauvignon Blanc,Loire Valley,Pascal Jolivet
30115,France,95,142.0,Pinot Noir,Burgundy,Roche de Bellene
30116,US,95,48.0,Pinot Noir,California,Foxen
30117,US,95,120.0,Syrah,Washington,Horsepower
30118,US,95,62.0,Pinot Noir,California,Foxen
30119,US,95,35.0,Pinot Noir,California,Domaine Eden
30120,France,95,113.0,Chardonnay,Burgundy,Olivier Leflaive
30121,France,95,569.0,Chardonnay,Burgundy,Olivier Leflaive
30122,France,95,330.0,Pinot Noir,Burgundy,Roche de Bellene
30123,US,95,80.0,Syrah,Washington,Cayuse
30124,France,95,330.0,Pinot Noir,Burgundy,Roche de Bellene
30125,US,95,70.0,Chardonnay,California,Lynmar
30126,France,95,214.0,Chardonnay,Burgundy,Olivier Leflaive
30127,France,95,240.0,Pinot Noir,Burgundy,Domaines Devillard
30128,US,95,65.0,Pinot Noir,California,Dehlinger
30129,US,95,105.0,Syrah,Washington,Cayuse
30130,US,95,60.0,Chardonnay,California,Lynmar
30131,France,95,710.0,Chardonnay,Burgundy,Olivier Leflaive
30132,France,94,81.0,Chardonnay,Burgundy,Pascal Bouchard
30133,France,94,75.0,Sauvignon Blanc,Loire Valley,Pascal Jolivet
30134,US,94,48.0,Pinot Noir,California,Presqu'ile
30135,US,94,64.0,Pinot Noir,California,Testarossa
30136,Italy,94,135.0,Red Blend,Veneto,Venturini Massimino
30138,US,87,14.0,Pinot Noir,New York,Glenora
30140,US,87,65.0,Cabernet Sauvignon,California,Hawk and Horse Vineyards
30141,US,87,17.0,Chardonnay,California,Wild Horse
30143,US,87,22.0,Sauvignon Blanc,California,Silverado
30144,US,87,13.0,Chardonnay,California,Smart Cookie
30154,Chile,87,15.0,Cabernet Sauvignon,Maipo Valley,Ventisquero
30155,France,87,12.0,Bordeaux-style Red Blend,Bordeaux,Château du Prieur
30156,France,87,25.0,Bordeaux-style Red Blend,Bordeaux,Château Tertre de Viaud
30157,US,87,20.0,Sauvignon Blanc,California,Clos Pegase
30160,US,92,60.0,Pinot Noir,Oregon,Shea
30161,US,92,42.0,Cabernet Sauvignon,California,Stellareese
30163,US,92,75.0,Pinot Noir,California,Testarossa
30165,US,92,55.0,Bordeaux-style Red Blend,California,Jada Vineyard & Winery
30166,US,92,39.0,Pinot Noir,California,Joseph Swan Vineyards
30167,Argentina,92,90.0,Cabernet Sauvignon,Mendoza Province,Viña Cobos
30169,US,92,80.0,Pinot Noir,Oregon,Le Cadeau
30171,Germany,92,26.0,Riesling,Mosel,Reichsgraf von Kesselstatt
30172,US,92,50.0,Pinot Noir,Oregon,Saffron Fields Vineyard
30173,US,92,35.0,Pinot Noir,Oregon,Styring
30176,Italy,92,29.0,Riesling,Northeastern Italy,Abbazia di Novacella
30177,US,92,60.0,Pinot Noir,Oregon,Adelsheim
30178,US,92,45.0,Chardonnay,Oregon,Adelsheim
30179,Argentina,92,29.0,Red Blend,Mendoza Province,Benvenuto de la Serna
30184,Argentina,92,30.0,Red Blend,Mendoza Province,Domaine Bousquet
30185,US,92,90.0,Pinot Noir,Oregon,Domaine Serene
30187,France,92,62.0,Riesling,Alsace,Emile Beyer
30189,US,90,40.0,Cabernet Sauvignon,California,Courtney Benham
30190,US,90,25.0,Riesling,New York,Dr. Konstantin Frank
30192,US,90,20.0,Chardonnay,California,Raymond
30199,US,90,65.0,Bordeaux-style Red Blend,California,Vellum
30200,US,90,65.0,Cabernet Sauvignon,California,Vellum
30205,US,89,42.0,Red Blend,Washington,Alexandria Nicole
30206,US,89,16.0,Chardonnay,California,Bishop's Peak
30209,France,89,15.0,Bordeaux-style Red Blend,Bordeaux,Château Gauthier
30210,France,89,19.0,Bordeaux-style Red Blend,Bordeaux,Château Monbadon
30223,Italy,87,24.0,Red Blend,Tuscany,Vecchia Cantina di Montepulciano
30228,US,86,30.0,Pinot Noir,California,Bewitched
30229,Spain,86,14.0,Red Blend,Northern Spain,Bodegas Corellanas
30241,US,86,20.0,Rosé,Oregon,Raptor Ridge
30242,US,86,22.0,Chardonnay,California,Rodney Strong
30245,US,86,25.0,Pinot Noir,California,Storyteller
30250,Australia,86,17.0,Cabernet Sauvignon,South Australia,Chocolate Box
30252,US,86,40.0,Pinot Noir,California,Furthermore
30253,US,86,40.0,Pinot Noir,California,Furthermore
30256,US,86,55.0,Cabernet Sauvignon,California,Groth
30257,US,86,50.0,Merlot,California,Twomey
30259,US,86,42.0,Syrah,California,Pomar Junction
30261,US,86,17.0,Pinot Noir,California,Sea Mist
30262,Chile,86,13.0,Cabernet Sauvignon,Lontué Valley,Korta
30265,US,86,34.0,Merlot,California,Monticello Vineyards
30267,US,86,15.0,Red Blend,Washington,Columbia Crest
30268,France,86,36.0,Pinot Noir,Burgundy,Derey Frères
30276,France,87,18.0,Chardonnay,Burgundy,Henri Perrusset
30278,France,87,25.0,Chardonnay,Burgundy,Joseph Drouhin
30280,US,87,17.0,Chardonnay,California,Kunde
30281,Italy,87,19.0,Red Blend,Sicily & Sardinia,MandraRossa
30282,US,87,50.0,Cabernet Sauvignon,California,Michael James Wines
30286,Italy,87,18.0,Red Blend,Sicily & Sardinia,Scilio
30288,US,87,35.0,Cabernet Sauvignon,California,Stepping Stone by Cornerstone
30292,US,87,54.0,Pinot Noir,California,Testarossa
30293,Italy,87,16.0,Syrah,Sicily & Sardinia,Valle dell'Acate
30298,US,87,18.0,Red Blend,Washington,Stevens
30299,US,87,19.0,Sauvignon Blanc,Washington,Stevens
30301,US,87,65.0,Cabernet Sauvignon,California,Vellum
30302,Chile,87,10.0,Sauvignon Blanc,Casablanca Valley,Ventisquero
30307,US,85,10.0,Chardonnay,California,Dark Horse
30308,Italy,85,16.0,Red Blend,Tuscany,Fattoria Petriolo
30310,US,85,6.0,Riesling,Washington,Two Vines
30311,France,85,13.0,Rosé,France Other,Jean-Luc Colombo
30312,US,85,21.0,Rosé,California,Naggiar
30313,US,85,17.0,Riesling,Washington,San Juan Vineyards
30314,Italy,85,8.0,Red Blend,Tuscany,Sorelli
30319,Italy,85,19.0,Red Blend,Tuscany,Cantine Ravazzi
30320,France,85,10.0,Bordeaux-style Red Blend,Bordeaux,Cave de Rauzan
30321,France,85,15.0,Rosé,Bordeaux,Château Cailleteau Bergeron
30324,France,85,13.0,Bordeaux-style Red Blend,Bordeaux,Château les Ancres
30325,France,85,40.0,Pinot Noir,Champagne,Jean Josselin
30326,US,85,25.0,Riesling,Washington,Kennedy Shah
30329,France,85,13.0,Bordeaux-style Red Blend,Bordeaux,Cave du Marmandais
30330,France,85,14.0,Bordeaux-style Red Blend,Bordeaux,Château de Bordes-Quancard
30331,France,85,22.0,Bordeaux-style Red Blend,Bordeaux,Château de Piote
30332,France,85,15.0,Rosé,Bordeaux,Château de Sours
30333,France,85,18.0,Rosé,Bordeaux,Château de Sours
30341,US,88,40.0,Cabernet Sauvignon,California,Cosentino
30342,France,88,25.0,Rosé,Loire Valley,Domaine des Grandes Perrières
30344,France,88,23.0,Sauvignon Blanc,Loire Valley,Domaine Jean-Pierre Vacher et Fils
30345,US,88,15.0,Red Blend,Washington,Hedges Family Estate
30347,France,88,22.0,Sauvignon Blanc,Loire Valley,Hubert Veneau
30348,US,88,16.0,Chardonnay,California,Ivory and Burt
30349,Chile,88,17.0,Cabernet Sauvignon,Colchagua Valley,Koyle
30350,Italy,88,35.0,Syrah,Tuscany,Leuta
30352,US,88,24.0,Rosé,California,Mattina Fiore
30353,US,88,17.0,Merlot,Washington,Milbrandt
30357,US,88,28.0,Cabernet Sauvignon,California,Franciscan
30359,US,88,16.0,Chardonnay,New York,Glenora
30361,US,88,35.0,Bordeaux-style Red Blend,Washington,Airfield Estates
30363,US,88,16.0,Sauvignon Blanc,Washington,Apex
30369,France,91,56.0,Pinot Noir,Burgundy,Camille Giroud
30372,US,91,38.0,Cabernet Sauvignon,Washington,Chateau Rollat
30374,France,91,100.0,Pinot Noir,Burgundy,Domaine Bertagna
30377,US,91,80.0,Cabernet Sauvignon,California,Robledo
30378,US,91,20.0,Chardonnay,Washington,Rulo
30380,US,91,30.0,Cabernet Sauvignon,Washington,Sineann
30381,US,91,54.0,Cabernet Sauvignon,Washington,Waters
30382,France,91,72.0,Pinot Noir,Burgundy,Alex Gambal
30383,US,91,15.0,Sauvignon Blanc,Washington,Jones of Washington
30385,Chile,91,22.0,Sauvignon Blanc,Limarí Valley,Maycas del Limari
30388,Chile,87,20.0,Cabernet Sauvignon,Maule Valley,J. Bouchon
30389,US,87,55.0,Red Blend,California,Krupp Brothers
30390,US,87,18.0,Chardonnay,New York,Macari
30392,Italy,87,23.0,Red Blend,Southern Italy,Mocavero
30395,Chile,87,13.0,Cabernet Sauvignon,Colchagua Valley,Siegel
30398,US,87,10.0,Riesling,Washington,Ryan Patrick
30399,Chile,87,15.0,Sauvignon Blanc,Leyda Valley,Santa Ema
30400,US,87,28.0,Chardonnay,California,Silverado
30401,Italy,87,9.0,Red Blend,Southern Italy,Tormaresca
30402,Italy,87,18.0,Red Blend,Southern Italy,Varvaglione Vigne & Vini
30403,Chile,87,15.0,Pinot Noir,Casablanca Valley,Viña Casablanca
30406,US,87,45.0,Red Blend,California,Borjón
30407,US,87,37.0,Syrah,California,Brecon Estate
30409,US,87,42.0,Merlot,California,Grgich Hills
30416,US,87,26.0,Chardonnay,Washington,Coeur d'Alene
30421,US,87,60.0,Pinot Noir,California,Robert James Wines
30433,US,87,20.0,Pinot Noir,California,Barra of Mendocino
30434,US,87,28.0,Pinot Noir,Oregon,Beacon Hill
30435,US,87,12.0,Pinot Noir,California,Bogle
30441,US,87,35.0,Chardonnay,Oregon,Firesteed
30444,Germany,87,13.0,Riesling,Mosel,Carl Graff
30445,Spain,87,15.0,Red Blend,Levante,Ego Bodegas
30446,Argentina,87,12.0,Chardonnay,Mendoza Province,Finca Sophenia
30451,US,83,24.0,Pinot Noir,Oregon,Honeywood Winery
30453,France,83,15.0,Pinot Noir,France Other,Les Vins Skalli
30454,US,83,12.0,Merlot,California,Mirassou
30456,US,83,7.0,Chardonnay,California,Barefoot Cellars
30457,US,83,18.0,Merlot,California,Bota Box
30458,US,83,12.0,Merlot,California,Concannon
30459,Chile,83,13.0,Cabernet Sauvignon,Molina,Echeverria
30460,US,83,18.0,Red Blend,California,Pietra Santa
